SettlementPoint,Year,Month,Mean,Min,Max,SD,Volatility
HB_HOUSTON,2016,10,28.24955645161289,4.0,284.79,18.950819928980856,0.19747795990188127
HB_HOUSTON,2016,11,20.36593055555555,3.05,51.61,7.431234496542127,0.19175550492371124
HB_HOUSTON,2016,12,25.727661290322622,2.92,142.55,11.32320461530008,0.20679798605366503
HB_HOUSTON,2017,1,24.78185483870971,3.03,96.21,7.904352417097664,0.1943331145170283
HB_HOUSTON,2017,2,23.265714285714306,4.52,58.68,8.612319604347366,0.18696982080637542
HB_HOUSTON,2017,3,28.21329744279944,6.85,144.16,14.123950526156515,0.15751152564671986
HB_HOUSTON,2017,4,32.295736111111104,10.77,142.25,15.704205969482652,0.1635871133719476
HB_HOUSTON,2017,5,31.533172043010744,5.0,105.17,14.64211012278916,0.18239285318978551
HB_HOUSTON,2017,6,33.16834722222224,15.44,133.78,18.60204923631417,0.1676660028632174
HB_HOUSTON,2017,7,34.37583333333333,16.72,306.24,22.793164369378225,0.173268282550525
HB_HOUSTON,2017,8,29.401720430107513,16.61,97.06,13.225864551440145,0.13445197076938611
HB_HOUSTON,2017,9,26.542944444444462,8.32,73.92,10.91963358890597,0.13960256584109768
HB_HOUSTON,2017,10,30.141236559139788,4.4,249.2,23.325715626861335,0.2026413834130691
HB_HOUSTON,2017,11,26.091055555555556,4.69,131.0,12.686734104963296,0.1731502574522144
HB_HOUSTON,2017,12,21.549005376344063,6.25,53.34,5.162866307722012,0.1571580067508389
HB_HOUSTON,2018,1,37.944784946236524,6.19,1637.34,86.01527890478582,0.21633380146707806
HB_HOUSTON,2018,2,22.16410714285716,5.1,72.11,7.347411911330587,0.19694173072609303
HB_HOUSTON,2018,3,23.782543741588132,8.01,71.01,8.96803408972139,0.18864902635017847
HB_HOUSTON,2018,4,24.652694444444446,8.4,58.92,7.830764138938863,0.15973013439828107
HB_HOUSTON,2018,5,34.14755376344084,8.43,530.4,37.10995493457376,0.2237928335038629
HB_HOUSTON,2018,6,30.628486111111098,15.81,116.02,14.938345448626661,0.14543669384224223
HB_HOUSTON,2018,7,79.03404569892474,9.95,2057.51,233.00015888349546,0.3772974110972975
HB_HOUSTON,2018,8,31.944247311827972,13.44,150.2,18.6641251009878,0.16189673704958704
HB_HOUSTON,2018,9,27.581361111111068,15.06,91.04,10.751295245972893,0.12128348719591825
HB_HOUSTON,2018,10,30.981935483870988,12.6,98.4,10.837428527252913,0.1367244571525781
HB_HOUSTON,2018,11,31.319236111111124,10.01,104.77,11.698294258876448,0.16729290145320094
HB_HOUSTON,2018,12,30.333548387096755,6.85,116.17,9.879054520195677,0.17605190315084648
HB_HOUSTON,2019,1,25.426034946236562,8.64,74.76,7.830863602989711,0.16722553690903333
HB_HOUSTON,2019,2,21.50781249999998,5.47,57.38,6.6968686862040805,0.18553234197688143
HB_HOUSTON,2019,3,27.832032301480492,8.18,651.0,32.6440667231485,0.20182401714705311
HB_HOUSTON,2019,4,23.870652777777796,5.4,106.31,11.99962983858817,0.18743594691907908
HB_HOUSTON,2019,5,24.794274193548365,9.59,67.67,8.953671879096621,0.13278531055250684
HB_HOUSTON,2019,6,26.897680555555574,9.93,111.16,15.453808881248248,0.15374476519702654
HB_HOUSTON,2019,7,29.91100806451612,11.34,274.33,26.800292086352286,0.19392415106081465
HB_HOUSTON,2019,8,126.62533602150543,10.32,3499.86,401.4410640782598,0.5121103774647437
HB_HOUSTON,2019,9,80.5876527777777,7.97,5011.16,380.543067820698,0.3487817253178421
HB_HOUSTON,2019,10,30.393602150537653,9.65,870.3,55.0885931424054,0.2235966189728179
HB_HOUSTON,2019,11,24.0215,3.79,198.8,14.300458495621012,0.22413905918663757
HB_HOUSTON,2019,12,18.67249999999999,3.8,59.43,6.6220555812474515,0.18384344409201026
HB_HUBAVG,2016,1,19.25869623655914,5.13,54.53,5.5123168382360115,0.1632618228319788
HB_HUBAVG,2016,2,15.269252873563223,1.52,50.9,5.812592533369642,0.22582143923871129
HB_HUBAVG,2016,3,16.654347240915186,1.05,65.81,7.426260850084184,0.21529204129667362
HB_HUBAVG,2016,4,18.16686111111111,1.07,94.38,9.574284135033096,0.2320960327559978
HB_HUBAVG,2016,5,18.247002688172035,2.64,73.06,8.214961649765993,0.17604394505007998
HB_HUBAVG,2016,6,24.297847222222227,4.15,115.88,11.861734726158794,0.14928614299161128
HB_HUBAVG,2016,7,27.459206989247352,5.86,99.3,12.793737081962158,0.15774869732060245
HB_HUBAVG,2016,8,30.948534946236535,13.39,232.88,28.067207749952498,0.18714153059599556
HB_HUBAVG,2016,9,27.188138888888897,10.99,203.88,15.16413774610703,0.13921402050276135
HB_HUBAVG,2016,10,25.769059139784947,2.96,277.51,16.816964578457856,0.19037467567706565
HB_HUBAVG,2016,11,19.489305555555553,2.37,49.27,6.544536122879047,0.18704799267138264
HB_HUBAVG,2016,12,25.36259408602154,2.34,139.98,11.198097445441174,0.2076869228547113
HB_HUBAVG,2017,1,23.325551075268802,1.84,96.27,7.577709890137224,0.20029741254774255
HB_HUBAVG,2017,2,20.352127976190452,2.34,53.19,7.066815784413845,0.19699594366209822
HB_HUBAVG,2017,3,23.233230148048435,4.36,87.72,8.870794538909273,0.1524772056519016
HB_HUBAVG,2017,4,24.830486111111128,8.6,91.68,8.938620642163299,0.14512427330918543
HB_HUBAVG,2017,5,25.905026881720417,4.18,65.97,8.793912445332902,0.15416460454603517
HB_HUBAVG,2017,6,28.513847222222214,14.64,88.26,12.215149025157547,0.1374217862805658
HB_HUBAVG,2017,7,31.864408602150526,16.7,263.26,18.501171755106707,0.15745997993922953
HB_HUBAVG,2017,8,27.83861559139788,16.62,90.23,11.25476501294963,0.12541227348752482
HB_HUBAVG,2017,9,24.51969444444443,8.4,61.96,8.268483617032992,0.1204389633711665
HB_HUBAVG,2017,10,24.701451612903266,3.48,109.91,12.05308567698832,0.16767910537410555
HB_HUBAVG,2017,11,23.16713888888889,3.68,91.6,8.902537112871347,0.16900796211987165
HB_HUBAVG,2017,12,21.209852150537618,4.55,56.06,5.336605259728787,0.15908336102397316
HB_HUBAVG,2018,1,37.77303763440862,5.24,1658.38,87.50519670270873,0.21989102382955714
HB_HUBAVG,2018,2,21.83005952380953,4.2,73.4,7.607576739110757,0.20028682627738667
HB_HUBAVG,2018,3,22.40343203230148,6.13,69.98,8.604464627194634,0.18721364834291762
HB_HUBAVG,2018,4,22.450305555555552,4.42,53.51,7.838026572185339,0.1657973615864388
HB_HUBAVG,2018,5,32.83485215053763,7.13,536.14,37.757652134754366,0.2285820875454252
HB_HUBAVG,2018,6,29.781861111111088,14.66,113.13,14.418706406790347,0.1450811591754645
HB_HUBAVG,2018,7,78.83232526881713,9.95,2061.56,233.32551272329218,0.37803242989625785
HB_HUBAVG,2018,8,31.69458333333332,12.87,149.94,18.560145316602355,0.16249243518146703
HB_HUBAVG,2018,9,27.05302777777778,14.75,88.41,10.301125773944907,0.12028442347045257
HB_HUBAVG,2018,10,29.889112903225822,9.98,95.61,10.165972310649039,0.13641576816203357
HB_HUBAVG,2018,11,30.277208333333338,8.42,105.98,11.820105869491796,0.17272712987699773
HB_HUBAVG,2018,12,30.191989247311827,6.45,117.99,10.318657868630199,0.17759086422047712
HB_HUBAVG,2019,1,24.68340053763441,5.59,75.44,8.21035899011041,0.17018460947525857
HB_HUBAVG,2019,2,21.250639880952367,4.85,56.86,7.0730121645770625,0.189975145842548
HB_HUBAVG,2019,3,27.189030955585476,5.95,674.86,34.35972336363792,0.20636687864187955
HB_HUBAVG,2019,4,22.221166666666647,4.4,103.18,12.112938760854048,0.19822297365492006
HB_HUBAVG,2019,5,23.88376344086022,9.03,67.33,8.577879707268158,0.1335116338129654
HB_HUBAVG,2019,6,25.17154166666668,8.6,102.85,13.788867563759192,0.14843960921643198
HB_HUBAVG,2019,7,29.69623655913976,11.28,274.53,26.839811239624783,0.19427336887234253
HB_HUBAVG,2019,8,126.34983870967757,9.9,3499.49,401.12725896834405,0.5135071933370576
HB_HUBAVG,2019,9,79.4591944444445,7.89,5008.13,380.1739002592013,0.3495018778569232
HB_HUBAVG,2019,10,28.131760752688177,6.05,851.39,53.417383946265424,0.231139342470164
HB_HUBAVG,2019,11,23.2572361111111,2.91,201.15,14.540368868864523,0.2303554954497062
HB_HUBAVG,2019,12,18.623373655914005,3.49,60.41,6.752492529393898,0.18521480553487263
HB_NORTH,2016,1,19.133306451612892,5.09,55.56,5.465482000164042,0.16153990671745502
HB_NORTH,2016,2,15.292658045977005,2.0,51.26,5.741953441774283,0.21902003403896483
HB_NORTH,2016,3,16.859367429340523,1.46,60.79,7.259944346713296,0.20980765528525783
HB_NORTH,2016,4,18.350666666666676,1.3,90.11,9.314117201804844,0.22581999236180358
HB_NORTH,2016,5,17.905631720430126,3.55,74.68,7.666826119704723,0.16869153163873687
HB_NORTH,2016,6,23.15805555555555,3.64,101.0,10.378440279708135,0.14570476063214557
HB_NORTH,2016,7,26.8007930107527,9.02,98.94,11.667287327521286,0.15034400879033996
HB_NORTH,2016,8,29.82838709677418,13.37,223.94,25.427223868923868,0.18400927353662033
HB_NORTH,2016,9,26.249180555555544,10.7,200.0,14.525627155172383,0.13722723973558956
HB_NORTH,2016,10,24.005255376344078,2.71,269.05,15.390332528302768,0.1901775211553514
HB_NORTH,2016,11,18.66488888888888,1.92,47.62,6.101731530063151,0.18974388145140508
HB_NORTH,2016,12,25.149045698924702,3.17,138.12,10.941741566558264,0.20413980009707636
HB_NORTH,2017,1,22.991854838709685,2.02,96.37,7.400329722413332,0.19266642559065744
HB_NORTH,2017,2,19.4481994047619,4.77,51.8,5.934393190161845,0.17689286237938048
HB_NORTH,2017,3,21.227779273216694,5.46,63.71,6.777892002262999,0.14839966370006819
HB_NORTH,2017,4,21.41055555555557,7.16,61.79,6.244917842248714,0.14110483127300752
HB_NORTH,2017,5,23.41991935483871,5.2,62.98,6.722616735124593,0.13754456259272554
HB_NORTH,2017,6,25.890569444444427,15.33,70.82,9.048123147849383,0.12413717803506018
HB_NORTH,2017,7,30.65431451612902,16.47,244.42,16.651010261624062,0.15029304256658424
HB_NORTH,2017,8,26.832728494623666,16.61,85.93,10.255855876488063,0.12215581905097943
HB_NORTH,2017,9,23.346111111111103,8.29,54.32,7.2612509134234475,0.1159327091414081
HB_NORTH,2017,10,21.405900537634427,1.88,75.0,7.791168430578762,0.16715172234418585
HB_NORTH,2017,11,21.59620833333333,3.19,69.49,7.568659608784363,0.17846018929217256
HB_NORTH,2017,12,20.952997311827954,6.18,53.18,4.987721615378066,0.15549777044875362
HB_NORTH,2018,1,37.5859005376344,6.24,1659.26,87.45206198148666,0.21889645340615602
HB_NORTH,2018,2,21.767023809523774,6.39,73.33,7.452917156357076,0.19583409022885678
HB_NORTH,2018,3,22.608008075370122,8.57,69.87,8.217259861945996,0.1810300234511793
HB_NORTH,2018,4,23.522916666666667,8.06,52.98,7.0269326382005435,0.15311262614764543
HB_NORTH,2018,5,35.3061424731183,9.32,550.83,39.46338334548294,0.2260362384502987
HB_NORTH,2018,6,30.21188888888888,15.35,115.08,15.084811187253623,0.1472635307007095
HB_NORTH,2018,7,78.96845430107523,9.79,2063.87,233.55245524774722,0.3776166969242335
HB_NORTH,2018,8,31.603051075268784,12.0,150.0,18.64059523762587,0.16352091888682863
HB_NORTH,2018,9,27.299638888888918,14.02,89.78,10.928677673760703,0.1231082668992018
HB_NORTH,2018,10,30.03416666666664,9.57,95.0,10.334967046572814,0.13826345621774885
HB_NORTH,2018,11,31.234888888888918,9.38,114.35,11.596295053094748,0.17060777230288765
HB_NORTH,2018,12,30.39826612903227,6.96,117.3,9.919452147482726,0.17412577660740497
HB_NORTH,2019,1,24.33263440860215,5.41,75.1,8.213235570821181,0.17046048619256482
HB_NORTH,2019,2,20.864955357142883,4.48,56.39,7.018780915655381,0.18960735314510305
HB_NORTH,2019,3,28.103714670255727,8.95,676.5,34.15559397316518,0.19787281132349654
HB_NORTH,2019,4,22.99740277777778,5.53,100.8,11.622436364291051,0.18675312286425524
HB_NORTH,2019,5,23.97888440860211,9.96,67.3,8.688466045637163,0.13323498342569076
HB_NORTH,2019,6,25.175819444444464,8.17,101.27,13.602406822767918,0.1481962088889098
HB_NORTH,2019,7,29.781290322580663,11.22,274.65,26.916675138030318,0.19500548540066928
HB_NORTH,2019,8,126.52185483870967,10.0,3500.92,401.5181039277682,0.5129269729137952
HB_NORTH,2019,9,79.91958333333324,7.81,5010.22,380.5384254197815,0.3497223427975596
HB_NORTH,2019,10,27.995967741935484,6.11,853.71,53.323601612869396,0.23545667659420563
HB_NORTH,2019,11,23.628611111111105,3.49,212.85,15.12134180687971,0.22979272430220377
HB_NORTH,2019,12,18.7319892473118,4.01,59.75,6.806604034839857,0.1861954226096245
HB_PAN,2019,4,16.54876666666666,-19.01,99.64,14.227681951102408,0.5673047143090779
HB_PAN,2019,5,16.414327956989226,-15.06,67.69,13.544792459757307,0.8161238904534782
HB_PAN,2019,6,20.731319444444456,-11.58,100.06,15.826254741623815,0.4267742812656484
HB_PAN,2019,7,28.384569892473117,0.5,274.16,27.36512057912496,0.2467400244724198
HB_PAN,2019,8,124.9917338709677,-9.99,3497.75,401.49762789284887,0.5909518423706488
HB_PAN,2019,9,72.85329166666678,-14.97,5010.1,381.54704670945955,0.6654376204136194
HB_PAN,2019,10,18.71676075268816,-20.69,843.05,54.795727595405175,0.7135029452741762
HB_PAN,2019,11,11.661291666666664,-29.98,211.43,21.725598922420964,0.6922563065043629
HB_PAN,2019,12,8.81724462365592,-27.84,60.3,16.045190188916138,0.7660397589232352
HB_SOUTH,2016,1,19.210053763440854,5.18,54.4,5.458224904565119,0.16299007929696013
HB_SOUTH,2016,2,15.333591954022989,2.02,50.25,5.766310020451892,0.22075575759026192
HB_SOUTH,2016,3,16.763109017496653,1.0,69.59,7.562570221381636,0.21644460181094582
HB_SOUTH,2016,4,18.51290277777777,1.17,99.0,9.962189284750309,0.23120861537061013
HB_SOUTH,2016,5,18.570456989247315,2.77,71.92,8.661368325580215,0.1787651623244394
HB_SOUTH,2016,6,24.645374999999984,4.93,119.5,11.984516256441225,0.15297294704699585
HB_SOUTH,2016,7,26.960255376344076,-27.74,100.15,14.223926454532691,0.35524438495199545
HB_SOUTH,2016,8,31.20797043010751,13.44,237.08,28.706992658650858,0.18766378098935177
HB_SOUTH,2016,9,27.405569444444456,11.08,203.25,15.053059746843541,0.13923661897087136
HB_SOUTH,2016,10,26.68966397849464,3.43,282.46,17.671567723574363,0.190593119185826
HB_SOUTH,2016,11,20.14883333333334,3.2,49.27,6.918300399465621,0.18333589962971406
HB_SOUTH,2016,12,25.708991935483862,2.72,141.49,11.367082161043967,0.20651218253539919
HB_SOUTH,2017,1,23.624811827956986,1.89,96.01,7.575724207807043,0.1984658692292455
HB_SOUTH,2017,2,21.079360119047603,3.29,53.41,7.134705341168082,0.1899269487741548
HB_SOUTH,2017,3,23.680753701211305,5.02,78.22,8.666648996123275,0.14900632944520928
HB_SOUTH,2017,4,25.6094027777778,8.88,94.72,9.029660940162142,0.1412997505823822
HB_SOUTH,2017,5,26.49501344086023,4.73,68.65,9.192251989315865,0.1536863147569645
HB_SOUTH,2017,6,29.65469444444443,15.39,98.22,13.388315766817483,0.14122460909552034
HB_SOUTH,2017,7,32.12946236559143,17.07,268.53,18.901360436732627,0.158871513092397
HB_SOUTH,2017,8,28.315026881720453,16.63,91.52,11.581170602149854,0.1268024799092309
HB_SOUTH,2017,9,25.51509722222224,8.68,68.76,8.801109045773565,0.12220247176960099
HB_SOUTH,2017,10,25.56365591397848,4.63,113.12,11.443610361693004,0.158105832275479
HB_SOUTH,2017,11,23.97718055555557,5.09,92.56,8.787211894234105,0.16114896114379004
HB_SOUTH,2017,12,21.99791666666665,5.73,64.46,5.585505404189781,0.1570139149948745
HB_SOUTH,2018,1,39.498145161290296,6.01,1675.95,88.67166127106827,0.2158694960470664
HB_SOUTH,2018,2,22.306398809523813,4.08,74.89,7.797641728131434,0.2015584631004772
HB_SOUTH,2018,3,22.888452220726812,7.37,70.15,7.99013498228365,0.17594636842221933
HB_SOUTH,2018,4,24.471888888888902,7.06,54.92,7.698613356269684,0.15725088139745433
HB_SOUTH,2018,5,34.2260752688172,9.67,531.39,37.16877772907251,0.22016003897031358
HB_SOUTH,2018,6,30.068638888888913,16.07,114.49,13.9785372968641,0.1416123243518076
HB_SOUTH,2018,7,78.8473790322581,10.07,2058.15,232.88427198288306,0.3778706155487698
HB_SOUTH,2018,8,31.66752688172045,14.7,149.28,18.317685981494456,0.16119866505226368
HB_SOUTH,2018,9,27.189805555555555,15.64,87.78,10.218478841636117,0.11957421562094148
HB_SOUTH,2018,10,29.772513440860244,14.49,93.43,9.647190833725764,0.13322095295197287
HB_SOUTH,2018,11,29.837180555555587,9.46,104.24,11.002205151109665,0.16710093188197753
HB_SOUTH,2018,12,30.089301075268807,6.18,118.6,10.294004189647126,0.17779029977786737
HB_SOUTH,2019,1,25.086061827956964,7.0,74.19,7.680102234868328,0.16667429714772203
HB_SOUTH,2019,2,22.125639880952377,5.75,58.75,6.98671715324944,0.1836895700588345
HB_SOUTH,2019,3,27.13555854643338,6.63,685.53,34.99492019245875,0.20578234330378803
HB_SOUTH,2019,4,22.463333333333342,4.21,105.56,11.90811907317516,0.1982814437521459
HB_SOUTH,2019,5,24.059946236559167,9.4,66.0,8.276677345653288,0.13053512344596913
HB_SOUTH,2019,6,23.904361111111104,10.55,104.57,12.982437741673447,0.1467907313459224
HB_SOUTH,2019,7,29.637500000000028,11.46,274.37,26.76676244782117,0.19359859688190278
HB_SOUTH,2019,8,125.93654569892459,10.49,3497.19,400.26523323143147,0.5155278697219048
HB_SOUTH,2019,9,78.90047222222212,8.03,5000.73,379.0236350930704,0.353642710930201
HB_SOUTH,2019,10,29.468400537634416,8.4,838.47,52.06511827553334,0.2213647113255092
HB_SOUTH,2019,11,23.718555555555533,3.95,181.03,13.497690540509819,0.2209856517288116
HB_SOUTH,2019,12,18.95251344086021,3.58,69.69,6.656832472968684,0.18233172971393255
HB_WEST,2016,1,19.126559139784952,4.84,55.96,5.552808074476875,0.16332536366655115
HB_WEST,2016,2,14.988663793103447,-0.61,51.36,6.017304549324409,0.2828206220652733
HB_WEST,2016,3,15.871668909825038,0.38,60.57,7.38101028616066,0.23765939086328886
HB_WEST,2016,4,16.86274999999999,-0.05,90.43,9.270893627043186,0.30557211529330974
HB_WEST,2016,5,17.337674731182776,1.06,71.97,7.648550692442676,0.1951731077209469
HB_WEST,2016,6,23.141930555555533,3.73,102.08,10.28663749776717,0.1449778936152823
HB_WEST,2016,7,26.543561827957014,9.03,96.73,11.548332657215811,0.1508298149210373
HB_WEST,2016,8,29.786733870967733,13.26,224.54,25.37416828923725,0.18453158395862643
HB_WEST,2016,9,26.354250000000036,10.68,201.03,14.581646674594005,0.13663890184333263
HB_WEST,2016,10,24.113938172042996,1.58,273.75,15.80581918160384,0.19886159891692892
HB_WEST,2016,11,18.778416666666644,0.8,48.69,6.2965959405148775,0.20222459738278384
HB_WEST,2016,12,24.86266129032258,0.26,137.73,11.297255966368272,0.23398926159649538
HB_WEST,2017,1,21.901720430107524,-0.4,96.47,8.329261364773265,0.30840371352411966
HB_WEST,2017,2,17.616681547619056,-4.3,52.13,8.353607598538456,0.4947652458460962
HB_WEST,2017,3,19.813593539703888,-0.05,64.77,8.285855409811548,0.2897377236580555
HB_WEST,2017,4,19.996097222222236,-0.95,67.92,8.115485320873688,0.26166248914042917
HB_WEST,2017,5,22.166612903225815,1.2,53.75,6.960570769950853,0.19172990032260695
HB_WEST,2017,6,25.331694444444455,11.13,73.8,8.68839524121474,0.12814988133012922
HB_WEST,2017,7,30.29364247311829,16.53,233.81,16.116670387293876,0.15077549669436655
HB_WEST,2017,8,26.817043010752666,16.63,86.37,10.236244257218413,0.12325343457354755
HB_WEST,2017,9,22.678819444444443,8.32,54.25,6.831218681457303,0.1145222308172916
HB_WEST,2017,10,21.693830645161306,1.84,70.17,8.016050770997207,0.1725329677655967
HB_WEST,2017,11,21.00179166666666,-0.09,73.34,8.324036361486979,0.25146911103355063
HB_WEST,2017,12,20.33803763440862,-2.28,53.28,6.117314012983186,0.25870592474130694
HB_WEST,2018,1,36.051639784946275,0.21,1661.14,87.99336444454858,0.2817619813639411
HB_WEST,2018,2,21.087604166666658,1.05,73.33,8.12356220846839,0.23533514266818403
HB_WEST,2018,3,20.3336204576043,-0.62,69.7,9.999361985102992,0.44004745435661735
HB_WEST,2018,4,17.156625000000005,-5.98,52.8,11.163072038103403,0.4867101388192553
HB_WEST,2018,5,27.692016129032254,-4.56,531.53,38.01272945351063,0.4563150734693288
HB_WEST,2018,6,28.277027777777782,7.12,107.0,13.839546440320046,0.1595341087896077
HB_WEST,2018,7,78.51755376344079,9.71,2066.82,233.86985552369822,0.37977263571428715
HB_WEST,2018,8,31.560120967741923,10.83,150.33,18.630238668683326,0.1640721883900425
HB_WEST,2018,9,26.139597222222196,7.07,85.07,10.06953208802467,0.12465729384557742
HB_WEST,2018,10,28.76133064516124,2.39,95.58,10.31509220988028,0.15230498513130283
HB_WEST,2018,11,28.715250000000026,1.04,115.67,13.658234997523145,0.2365648750696159
HB_WEST,2018,12,29.9440053763441,0.0,119.86,11.728604670439227,0.19983076207263528
HB_WEST,2019,1,23.881545698924697,0.63,75.83,9.6846452488892,0.21519090075390201
HB_WEST,2019,2,20.491160714285716,3.1,57.22,7.910899373907354,0.21797635099436066
HB_WEST,2019,3,25.66967698519515,-0.28,686.52,35.93572452588236,0.38009536596738525
HB_WEST,2019,4,19.551875000000013,-0.3,100.0,13.864652786735466,0.4538168772883261
HB_WEST,2019,5,22.70266129032257,4.5,68.36,9.238910469479,0.1696100075443345
HB_WEST,2019,6,24.708555555555577,5.04,100.16,13.52178500335738,0.15781765553759133
HB_WEST,2019,7,29.455470430107532,11.03,274.78,26.90684361192509,0.1959556058441488
HB_WEST,2019,8,126.31528225806449,8.11,3500.0,401.2889789739431,0.5144846380607814
HB_WEST,2019,9,78.42925000000012,5.57,5010.39,380.61810476050834,0.35740487828159784
HB_WEST,2019,10,24.668131720430107,-1.42,843.07,53.57664233513755,0.5427815834237626
